sample_id,style_name_legacy,method,matched_df_style_id,matched_df_style_name,unresolved_reason
recXUA7oWKMAviXOo,Jack,exact,recmIop2VHlnneufI,Jack,
recXUiekbkNhMV2b8,Mari,exact,recD8suABB4ZAiABO,Mari,
recXYcgCG2iehBJkf,Clover,unresolved,,,no_match
recXdSZT7zdsCAKvL,Fiona,exact,recyyrb3slPcbzmre,Fiona,
recXdiUMKx7gNJOOS,Dylan - Ivory Lining ,fuzzy_prefix,recdTdSlcrOfInrXu,Dylan,
recXeh2WROEajA8fz,Simple Tulle XL Veil,unresolved,,,no_match
recXeopLSpWZxoWbh,Pleated Tulle Overlay ,unresolved,,,no_match
recXfmTu2xdQlyCKB,Henri,exact,recSUGpIy5Kmqh8nm,Henri,
recXhfTsiNVeYO05a,Arabella,unresolved,,,no_match
recXjhIOrI6tQieqs,Lette,exact,recgiuQH3VWkCVDRV,Lette,
recXkQHL5CmHuxvJc,Everett,exact,rec3MbXkRuSAuRzBk,Everett,
recXm4jbzUPjeZ45H,Milli,exact,reciAf0sZMPTPjvWj,Milli,
recXpR1WMzD347npr,regular Mantilla Veil ,unresolved,,,no_match
recXsgZG0MiT04SpS,Inez,exact,rechaFIjl1aRNbmMI,Inez,
recXu6myQEX5gEDa1,Rory,exact,recA3qrQc5c5e9jaT,Rory,
recXumLk5Pph67Ks2,Silk Wool Scarf,exact,recigEcZ25A6erHkL,Silk Wool Scarf,
recXuyt7V7pgseM1f,Belt with Large Pearls,unresolved,,,no_match
recY7lbnAfzvPmjY4,Verona,unresolved,,,no_match
recYAoTkIksHc9SEL,Raphaella,exact,recUHhPlkibyIYgRd,Raphaella,
recYAzPfLAeypLl1W,Silk wool clutch with braided handle ,unresolved,,,no_match
recYDcIrANix23RwE,Fischer,exact,recPLzpPoqLt0FnO3,Fischer,
recYEpN0rhpKh0SqV,Eloise,exact,recVqAapr3fXvONpt,Eloise,
recYF5nv8qNXnqav1,Wavy Lace Belt,unresolved,,,no_match
recYIkltmHTSduxzh,Coco,exact,recVnAvrid8mUAgaR,Coco,
recYIl9eLKisqS2sE,Talulah,unresolved,,,no_match
recYMnQ0uL81kpIRS,Tassle Belt ,unresolved,,,no_match
recYN6HKhuNhcrHeJ,Cathedral Mantilla Veil,unresolved,,,no_match
recYNt7XZiN2zB7QB,Tassle Belt ,unresolved,,,no_match
recYOJ1BtuPbYmYzZ,Pleated Tulle Veil,unresolved,,,no_match
recYY01sbV15Yd2Xz,Viola,exact,recuBEHazg3gnJYlp,Viola,
recYZzeO6IX2wNjFE,Liv,exact,recA7WA8rfTy5ypQY,Liv,
recYaWZ5DKOfvQ3Po,Winnie,exact,recS4QvPmAGvbhbN3,Winnie,
recYbbA9AeHnlQ7ib,Milli,exact,reciAf0sZMPTPjvWj,Milli,
recYkN0zKBnvbDX67,Desi (printed/painted),fuzzy_prefix,recLAJiCmA2BSoDAT,Desi,
recYpACZxLuAMwyZc,Josephine,exact,rec6f6SNp2DLy815z,Josephine,
recYtcXHOUNR1TkQM,Pia Strapless,exact,recH93NYKHOCsnVy2,Pia Strapless,
recZ1qUmSyaMKacWa,Leona,exact,recPbyQwimx0qzhin,Leona,
recZ3hnVESXKS52ZD,Phoebe,exact,recBcSTa721QmufCV,Phoebe,
recZ6no8IuLRnRCc9,Mariela dew,unresolved,,,no_match
recZ8e08GqLtjTzAs,Hankerchief Veil,unresolved,,,no_match
recZ8qt56D1n3YP9y,Taylor,exact,recd3W7ApFoKj7eCp,Taylor,
recZ9fZmKXZp28TBc,Simple Tulle XL Veil,unresolved,,,no_match
recZDa6fzTT0c0Cay,Juno,exact,recHy3tpintCiGHis,Juno,
recZDcs0VES2ur4uR,Dean (Unlined),fuzzy_prefix,rec4ohLegpYncgEyr,Dean,
recZLrLP7TXpqSSa1,Mackenzie,exact,recbSnZa9XpScdytK,Mackenzie,
recZNu1cdvwUAQQ5t,Rouched Tulle Belt,unresolved,,,no_match
recZOt81MqfsK3Ins,Anika Bustier,exact,rec9Yce2lfBqxybjU,Anika Bustier,
recZPcao3wQorBHu2,Yara,exact,recX1jZfgmhltX0tV,Yara,
recZTUc8dCVK2skDs,Agnes (SW) (Twill),unresolved,,,no_match
recZXCKCHJxai3kAs,River,exact,recE7PuEbafTFaecF,River,
recZXp1VHBPbHEJ76,Winnie,exact,recS4QvPmAGvbhbN3,Winnie,
recZc336hTCNFl2Ao,Raphaella ,exact,recUHhPlkibyIYgRd,Raphaella,
recZfM9l0R1gwjAdi,Pleated Tulle Veil,unresolved,,,no_match
recZhSMA2eyvXWm0w,Lounge Robe - BEIGE,unresolved,,,no_match
recZv5dIrNjSQUltc,Nina,exact,recm7PpLM9wscuWmN,Nina,
reca0AX9Z742fuXeK,Cynthia,exact,recLx4owWqgNnyNVK,Cynthia,
reca2ZiOzRKNje8eT,Eloise,exact,recVqAapr3fXvONpt,Eloise,
reca3L8SYduBA22BN,Clara - Tulle,unresolved,,,no_match
reca5boUwlVFyikfR,Winnie,exact,recS4QvPmAGvbhbN3,Winnie,
reca6o7lKA7TSAY4s,Demi,unresolved,,,no_match
reca9JH72GeQSPaKy,Sadie,exact,recd70KSQgUwTqIwN,Sadie,
recaAhbizcmafgWwr,Scarlet,exact,recXCSf6qhzWZ5Fxn,Scarlet,
recaKvgMU173buzE6,Tina,exact,recAnbQwgqRt96lwR,Tina,
recaMICj2fdRY2e4A,Stella,exact,rechaa9IdNWTCxEad,Stella,
recaOMtDvBOFtpGaQ,Freja Veil,exact,recw7jrygiVG8jxCx,Freja Veil,
recaOoXm3t7Pc4iA2,Petra,exact,recmNRAdF1fAWbE40,Petra,
recaTh0EgHNyuWgIe,Anika,exact,recXbz8x8rlZ7jR3w,Anika,
recaVRUpX1EmtBK3D,Willow,exact,recg83Qfo7sAh6ytg,Willow,
recaXFomErCwPOdr4,Luella,exact,recywYZqKkzUNz0mV,Luella,
recaaISJEBiFvksid,Pleated Tulle Veil,unresolved,,,no_match
recafAjIm1ILdTanX,Lounge Set (Short Sleeve) - ICE BLUE,fuzzy_prefix,rec3zZAmq7z3dWfgp,Lounge Set,
recajz856NPOFVWtn,Lounge Robe - ICE BLUE,unresolved,,,no_match
recakna7DMTD6qiRb,Alora IVORY,unresolved,,,no_match
recalT3ygyvtFYJuV,Marcel,exact,rec1emIGaUtHLoAk3,Marcel,
recana5HFYizSKY1E,Eloise,exact,recVqAapr3fXvONpt,Eloise,
recaoZFm4pOwVFBnj,Winona ,exact,recAzOp32kyw1aIee,Winona,
recaotpqu6jjC3cLh,Agnes Hand Painted,exact,recdFsyB43Ei6Ofku,Agnes Hand Painted,
recapFGoLnz1qgnPJ,Juniper - Silk Wool Twill ,unresolved,,,no_match
recaqooG0j3bjUUCk,Gold Chain and Pearl Necklace ,unresolved,,,no_match
recasYI7OWRgErEyX,Annie,exact,rec2SpJn0Ds36fNVR,Annie,
recatTJmDNbJTmYBF,Mari Sleeves - Crinkle Chiffon,unresolved,,,no_match
recatxcEiRc1SNeI2,Lena - Oxblood,fuzzy_prefix,recoRslK5nW1Kzujh,Lena,
recawA05hWC5RM6SI,Liv,exact,recA7WA8rfTy5ypQY,Liv,
recazHs9OwvlEbDre,Jo - Fawn,fuzzy_prefix,recRXxc1zZqg8nMf2,Jo,
recb0ti5aRzovLDqb,Veda - Silk Wool Twill,exact,recVJxEYexZibTC5O,Veda - Silk Wool Twill,
recb3llbVbmYRfp9O,Lounge Set (Short Sleeve) - WHITE,fuzzy_prefix,rec3zZAmq7z3dWfgp,Lounge Set,
recb5p0Wwnlxtp66f,Esme,exact,recwleLHp6mQDhZBF,Esme,
recb62B60mlQP1AH6,Arden,exact,recYGqHXLqkc1PDlV,Arden,
recbF4ypObhX1PuPY,Short Beaded Wave Veil ,exact,recKhAVU31OliH0SE,Short Beaded Wave Veil,
recbH9KzR6pQJxv3B,Mia,exact,recJyvJ4CbRh8A32D,Mia,
recbKefgF2Vhe3jpq,Nina,exact,recm7PpLM9wscuWmN,Nina,
recbMclv5kdWXMhCV,Charlie,exact,recgj6FFJK6KPkxpa,Charlie,
recbNbWzRMACjbTJU,Nina,exact,recm7PpLM9wscuWmN,Nina,
recbRcfGzr5rOLi0X,Painted Veil with Lillies (Collection X) ,unresolved,,,no_match
recbStXa514ghsrF0,Arlo,exact,recNhH6be6YDdVWH3,Arlo,
recbZW6Qh9mX7TbQ7,Clover,unresolved,,,no_match
recbZhYaNLmhZGs0R,Mari Sleeves - Silk Wool ,unresolved,,,no_match
recbepSOgbkPEnEJL,Talulah,unresolved,,,no_match
recblx1WvKGvXX8To,Rainey,exact,recLwmF1THTtHg6Hz,Rainey,
recbq155VLMGYJSFG,Milo w/ Lace & Wattaeu,unresolved,,,no_match
recbre5OMDOumlPt2,Pia,exact,recAp0iFg1W5Z2MPz,Pia,
recbvkqUkBWD2XMJp,Etta,exact,recGZqFVqNc2D9tZP,Etta,
recbxmFwPndleRlKs,Scout (Top),unresolved,,,no_match
recby3EXq0ftxeUbt,Clay Flower Braoch- Mist ,unresolved,,,no_match
recc5RfEYriDUgjST,Celia,exact,recM2GbBQCUyfQ8OK,Celia,
recc5XS5INnQAlD2d,Python Belt,unresolved,,,no_match
recc6L5IH9AJkc80z,Daphne ,exact,recRqZkbghXvoY5ZD,Daphne,
recc8dSKFnUouf6ew,Arizona Pearls,unresolved,,,no_match
recc90ZBxrdbLza8d,Arizona Pearls,unresolved,,,no_match
reccBZ4W1mxapeQ6C,Ivy,exact,recTnbSxW6fZNWqF2,Ivy,
reccCYyXcSSh7vhID,Lylah,exact,recOnPjxhUOwzEFX9,Lylah,
reccHBxRL0uy8rn4B,Rory,exact,recA3qrQc5c5e9jaT,Rory,
reccIbsjlXwbJ7IEa,Bernie,exact,recBOZl4uFnxJTk2Y,Bernie,
reccKMsiTvBunrIN5,Penelope,exact,recVhlADgtHRIYlZf,Penelope,
reccMMOZ2wAva9Bgm,Priscilla,exact,recbxsVzXCfmZaH3Y,Priscilla,
reccOF69Ka5Q9zJxh,Georgia (Skirt),unresolved,,,no_match
reccOHc0lNezGUZh3,Georgia (Bustier),unresolved,,,no_match
reccP3ZUGAL739NvN,Talulah,unresolved,,,no_match
reccPTThdlRPrtWBI,Mari Sleeves - Crinkle Chiffon,unresolved,,,no_match
reccQiydfEkGgOXjT,Mari Sleeves - Crinkle Chiffon,unresolved,,,no_match
reccSGG9R97oeOWzN,Harris (Plum) ,fuzzy_prefix,recXNAE1tp4RvLzlC,Harris,
reccYBdMNUJhX3RDA,Lana,exact,rect5KJS70q712OFi,Lana,
reccb0Sgs3Fls86ac,Vivienne,exact,recbFb9nHhoG7xIH9,Vivienne,
recciAVcN9yGboE1k,Annie,exact,rec2SpJn0Ds36fNVR,Annie,
reccji6rbBmFWQ5Pe,Pleated Malfroy & Lace Veil,unresolved,,,no_match
recclPrvtLZYITNLX,Odette,exact,recHwv5IxC2EX36Sg,Odette,
reccv2qDdzKIusGhf,Clay Floral Spritz,unresolved,,,no_match
reccysBzoNHhSKPfd,Pippa,exact,rec3xWFZR0WKU43ca,Pippa,
recd10x2yTgEJT5JT,Samson ,exact,recju8NIDhlLWy1Gj,Samson,
recd1VizGwkeehkHa,Talulah Twill with malfroy drape,unresolved,,,no_match
recd2XLEUJ8wGkHYS,Theo,exact,recotsrMZST7JfVog,Theo,
recd6jj0RcRwvvvwI,Yara,exact,recX1jZfgmhltX0tV,Yara,
recdAGY44lcgCsgyT,Tulle Scarf,exact,recPVp6ae1L0cbtAB,Tulle Scarf,
recdPiZGwkxgl8AjL,Demi,unresolved,,,no_match
recdR3yweVECZpHMs,Arielle,exact,rec25c3UjatGXJYav,Arielle,
recdUPn2xyvt5y9lV,Sinclair,exact,recYfdTKee9kDTAmD,Sinclair,
recdVXlZCVz3HvSqP,Miles ,unresolved,,,no_match
recdWLqspNgnUeUAr,Esther,exact,rec0kVGJKxoWOjf7m,Esther,
recdZCaoD2dtKwMGV,Arabella,unresolved,,,no_match
recdaTOwxcIczxjNP,Fischer,exact,recPLzpPoqLt0FnO3,Fischer,
recddEcwjSMeTNqnO,Veda - Linen Organza,exact,recgJvYcfu5VJRFR4,Veda - Linen Organza,
recddYbVQMbslsg03,Pleated Tulle Veil with lace ,unresolved,,,no_match
recdkDZBp4c539fQf,Sadie,exact,recd70KSQgUwTqIwN,Sadie,
recduKr5jiKddXXfn,Lounge Robe - ICE BLUE,unresolved,,,no_match
recdvIrqrqCXQ0kS7,Cheryl - Ivory,fuzzy_prefix,recMYOjRDTb2oyq2f,Cheryl,
recdw3YPorL5YQ9LZ,Lace Mended Veil,unresolved,,,no_match
recdxpLyafnvY4Uzq,Lylah,exact,recOnPjxhUOwzEFX9,Lylah,
rece0zXdOz7vQ1xGJ,Sasha (iris) ,fuzzy_prefix,recBCfoFXP3p3VPvf,Sasha,
rece1gs4lNsSEKEot,Bernie,exact,recBOZl4uFnxJTk2Y,Bernie,
rece82aoy5kfjZ8dk,Harris,exact,recXNAE1tp4RvLzlC,Harris,
receIi4MuzjvasHSm,Augusta,exact,rec1IOfXF4lyD07ns,Augusta,
receNkJ9UnIWwEbo2,Bex (Taffeta),fuzzy_prefix,recxWhKt897hFttXK,Bex,
receOpVItaOM05JIi,Steven,exact,recpgeSX3IUxot9ss,Steven,
recePLEENJXsIxlsq,Pearl Tassles (for raphaela),unresolved,,,no_match
receQSh3lz66pq5hV,Pia,exact,recAp0iFg1W5Z2MPz,Pia,
receSZUmTaKqEfFoE,Dottie,exact,recgdTlDCsjXDSu4j,Dottie,
receVADuxgeQma7Sd,Sid/Viv Set - Mist,unresolved,,,no_match
receWR0MwN4gD8UtG,Short Beaded Wave Veil ,exact,recKhAVU31OliH0SE,Short Beaded Wave Veil,
receZcjEiQeMq0fyw,Dylan - Ivory Lining ,fuzzy_prefix,recdTdSlcrOfInrXu,Dylan,
recedoEZVsxfgIg5X,Mari Sleeves - Silk Wool ,unresolved,,,no_match
recekBpllqyjDupLy,Yara Ivory,unresolved,,,no_match
recekYuyIrSW4y2Ba,Sylvia,exact,recsJzYtfRIw5b9V6,Sylvia,
recekejn8mP4iLIz5,Eloise,exact,recVqAapr3fXvONpt,Eloise,
recektHepUO77ba5u,Micah,exact,recacjKln1BO9LXPZ,Micah,
receqleOs2N0XjBDP,Mimi - Oxblood,fuzzy_prefix,recM5Lu5l2bW0iQ9R,Mimi,
recerfY5ehiVncTCF,Yellow Gradient Veil,unresolved,,,no_match
receu0bIjPqJwnpTD,Vivienne Espresso,unresolved,,,no_match
recevIYqXYMt5e8G5,Bobbie,unresolved,,,no_match
recexg4z2OxeQjtml,Andi,exact,rec8j6YygKpUISH5a,Andi,
recf0KvUVGNbSyMPK,Rumi (SW) ,unresolved,,,no_match
recf0tOYA0PfCa2gM,Guinevere,exact,recL8scFrmMiv8smc,Guinevere,
recf48WXAF10jlGc3,Simple Tulle Veil ,unresolved,,,no_match
recf7REjS4InnSinJ,Talulah,unresolved,,,no_match
recf7pcm7C8Ho8qXX,Malfroy Pleated Veil w/ Lace,unresolved,,,no_match
recf9kFPiRKBtPiOk,Coty-Taffeta - Ivory,fuzzy_prefix,rec1lLHhlxUtLxfhl,Coty,
recfCFNoTDOHYFbl0,Satin Bound Cathedral Veil,unresolved,,,no_match
recfE0swxY0xfpT98,Veda (plum),unresolved,,,no_match
recfHmH5r5mR0feOF,Sid/Viv Set - Pistachio,unresolved,,,no_match
recfOxtJovxQzvnYm,Noa Midi (blonde) ,fuzzy_prefix,recwYsjb0ClDlFu8T,Noa Midi,
recfQq9FNbsUFbJhD,Georgia (Bustier),unresolved,,,no_match
recfW2thu1K01zgpq,Pauline,exact,recwuMNgShYLo2MNY,Pauline,
recfe1tlWcBGJOc7p,Noa,exact,recUi6PXmvR5oOOs0,Noa,
recfhTLn7cUJyEZqc,Veda (plum),unresolved,,,no_match
recfkHM5KA1DxCQp7,Apollo,exact,recjEdL0dM9sSdKqy,Apollo,
recfnF84bFrhT3MIS,Arabella,unresolved,,,no_match
recfuVQzaBrF90dXW,Anika Bustier,exact,rec9Yce2lfBqxybjU,Anika Bustier,
recfvYGBYqw6vIkZP,Short Simple Tulle Veil,unresolved,,,no_match
recfxWMI5BofuclhJ,Daphne ,exact,recRqZkbghXvoY5ZD,Daphne,
recfzbs2Q1jshFGsJ,Tulum Pearls,unresolved,,,no_match
recg0G6Mor6JxDtFH,Maeve,exact,recAjjJJAvliCQ3wi,Maeve,
recg1H0DMcKO3WKag,Camelia Fingertip Veil,unresolved,,,no_match
recg3jWNmeLfQB801,Drew,exact,rec8XFdAbiTNzvDLV,Drew,
recg5x96nDkpAV0SB,Devon ,exact,rec4EWE6O5J928Kny,Devon,
recgATs04RGdXPDht,Sutton,exact,recq1utqhe10lgOkS,Sutton,
recgB6DBrP29DQlLJ,Laurel,exact,recTcdNkAX7djYzSI,Laurel,
recgNoEr8p9a2vmsa,Cheryl,exact,recMYOjRDTb2oyq2f,Cheryl,
recgZ6vSVYPX9VLrL,Laurel w/ INCORRECT lining,unresolved,,,no_match
recgcwxeANmvbh6Ev,Clara - Tulle,unresolved,,,no_match
recgdZTfI0YN6LQaf,Cathedral w/ hand painted flowers + lace applique,unresolved,,,no_match
recggvkPGynSFdA6D,Gia,exact,recoESdWOpk6Y70bh,Gia,
recgi1TgkxgHuHEjC,Charlie,exact,recgj6FFJK6KPkxpa,Charlie,
recgm2Zz859flI2zX,Simple Tulle Veil ,unresolved,,,no_match
recgpYqt0LZzb63B9,Eloise,exact,recVqAapr3fXvONpt,Eloise,
recgvX1YcNXBs6mVe,Luna,exact,rec0gtwTNOvljZkRy,Luna,
rech1BSqV9ePDvBji,Audrey,exact,recsb2zD2i39FZOUI,Audrey,
rech2VGBEN03P9h47,Rowan,exact,rec9OFOF0X3QNLy7X,Rowan,
rech4b1TyjpVGdjVj,Marcel,exact,rec1emIGaUtHLoAk3,Marcel,
rech4bBPyvBAyTnYf,Octavia,exact,rec5EBuhoLMt527FJ,Octavia,
rech6nivot6FgCDFe,Mari,exact,recD8suABB4ZAiABO,Mari,
rech8TfumxORgRQko,Chantilly Border Veil - Elbow,unresolved,,,no_match
rechAVKebc6tXwqMh,Sutton,exact,recq1utqhe10lgOkS,Sutton,
rechH00SawjTiXJhQ,Maude,exact,recE2TGjTOTrLTNcY,Maude,
rechIl33QwQOE3xQe,Scarlet,exact,recXCSf6qhzWZ5Fxn,Scarlet,
rechJxsup7ZfpP343,Mariella Veil,unresolved,,,no_match
rechK0hIc5b2PXk2S,Cosette,exact,rechwsAH5xHMMUqJf,Cosette,
rechTHvIFefQqmZKK,Pleated Tulle Veil,unresolved,,,no_match
rechVK1At2U0sO1le,Suki SW,unresolved,,,no_match
rechYPwmGSxofhP4w,Anika,exact,recXbz8x8rlZ7jR3w,Anika,
rechcR6RjMAEaCM2s,Heather,exact,rec07Ow3NYEhdU1WT,Heather,
rechcwbCeH2EGyUYA,Painted leather gloves,unresolved,,,no_match
rechftUMJSFL9AMdT,Josephine,exact,rec6f6SNp2DLy815z,Josephine,
rechg3rOh4fZHHly8,Clementine,exact,rectuoyx5WcdHzbRk,Clementine,
rechp0SETqhHlYDwi,Tassle Belt ,unresolved,,,no_match
rechtf0aMUfrVmyFR,Jaqueline,unresolved,,,no_match
reci1GAlAkhMkdNPo,Grosgrain Cathedral Veil,unresolved,,,no_match
reci2iE5gswCOxYke,River,exact,recE7PuEbafTFaecF,River,
reci3FV5fI3EweZ8U,Laurel w/ CORRECT lining,unresolved,,,no_match
reci5NUIxVlGQkDrO,Jo - Ivory,fuzzy_prefix,recRXxc1zZqg8nMf2,Jo,
reci6I9HueHXYx7Po,Marlow,exact,recB7Otkun8htDdzj,Marlow,
reci6bvckaPGGTZDi,Talia,exact,recZTqPoXpCUJhuEh,Talia,
reci7Qcc0liXXBlUc,Apostrophe Necklace,unresolved,,,no_match
reci8mdXYtAsDXLRm,Phoebe,exact,recBcSTa721QmufCV,Phoebe,
reciJL4gBxgIp5UMw,Samantha,exact,rec8hAP1wG3QwB2EC,Samantha,
reciN68434IXotcId,Lounge Robe - BEIGE,unresolved,,,no_match
reciP6T4OWrnsBR2M,Eliza,exact,recgpYuSCcxFFjSpA,Eliza,
reciPP6ZYS1yASKQJ,Sasha,exact,recBCfoFXP3p3VPvf,Sasha,
reciPb7eEBXwMAjo0,River,exact,recE7PuEbafTFaecF,River,
reciSZ9t9vmqe7aEl,Henrietta (with High/Low hem) ,fuzzy_prefix,recjT7jwOh2tQ575m,Henrietta,
reciTr2dIpx1JdBaL,Cynthia,exact,recLx4owWqgNnyNVK,Cynthia,
reciUlaWTJlAkrLGU,Tassle Silk Bag Black,unresolved,,,no_match
reciamoRDSzLQkavR,Cosette (Black) ,fuzzy_prefix,rechwsAH5xHMMUqJf,Cosette,
recie3rgWdatw9N3L,Henley,exact,recsMTKS3eSXOWCJI,Henley,
recieTGbvVn1WIgV4,Dan,exact,recwG3HBuw4OQIgcJ,Dan,
recifba2pfSDHpLKz,Freja Veil,exact,recw7jrygiVG8jxCx,Freja Veil,
recigTFUtCAEPADgq,Clay Floral Spritz,unresolved,,,no_match
recihInYUxjnmOyy0,Apostrophe Earrings ,unresolved,,,no_match
reciq0F0OBKLl7veQ,Priscilla,exact,recbxsVzXCfmZaH3Y,Priscilla,
recirKcy6nsZqixVL,Cleo,exact,recuJELI9qdN1ysmi,Cleo,
recisIoN3T2P0aN3S,Emmaline,exact,recGFaeTvlzzWje8O,Emmaline,
reciu9Rz8DnnKaAgL,Georgia (Bustier),unresolved,,,no_match
recivGcNz7aymBQTq,Mackenzie,exact,recbSnZa9XpScdytK,Mackenzie,
recj1dddaKWUDkkIw,Estelle - Pearl,fuzzy_prefix,recB8wEaJNdVcuTSY,Estelle,
recj396AUaLp2qmK9,Phoebe,exact,recBcSTa721QmufCV,Phoebe,
recj7hpoqBnQJqueC,Liv,exact,recA7WA8rfTy5ypQY,Liv,
recj9BqEAtbYU3JzN,Pleated Malfroy Veil,unresolved,,,no_match
recjF9LKdx4tEZ7Ta,Arabella,unresolved,,,no_match
recjH3KiBnUtNPEi6,Drew,exact,rec8XFdAbiTNzvDLV,Drew,
recjImO2VyHxSFBoc,Baroque Pearl Necklace ,unresolved,,,no_match
recjPhkVIpGK7MJhb,Birdie,exact,rec2GQ9Q0en4isEuz,Birdie,
recjQYe0X3GwCR34w,Samara,exact,recRLrmCkI3l2J927,Samara,
recjUgk0dRl3CnKXJ,Milo,exact,recN2SWeARDQxLnWT,Milo,
recjWgkgDIAZh6RpG,Simple Tulle Veil,unresolved,,,no_match
recjX37yfNgMgh9FG,Malfroy Pleated Veil w/ Lace,unresolved,,,no_match
recjb1JarzyOJlH7s,Agnes,unresolved,,,no_match
recjjpCyDIStMhMFL,Mari Sleeves - Crinkle Chiffon,unresolved,,,no_match
recjn8sCPJMuiJ9pp,Ivy,exact,recTnbSxW6fZNWqF2,Ivy,
recjrh839xe7oAhHM,Mel,exact,recrx6fpvDU2sSQLh,Mel,
reck3aj9w9bD6u55J,Tina,exact,recAnbQwgqRt96lwR,Tina,
reckMnZvtiRUdDa2h,Alice,exact,recNEB9IF2PCpXXlE,Alice,
reckQWhfKVvpkZ9fN,Harris,exact,recXNAE1tp4RvLzlC,Harris,
reckQtirJUspxutC4,Leaf Heart Earrings ,unresolved,,,no_match
reckRIvb6ykmbSx17,Camille,exact,recc2leJaVZp0QmGL,Camille,
reckShNljHIrBx7m8,Bex (SW),fuzzy_prefix,recxWhKt897hFttXK,Bex,
reckbbTgTc5Q7dVkJ,Pleated Tulle Overlay ,unresolved,,,no_match
reckc4i9s1JQIodgc,Jo - Ivory,fuzzy_prefix,recRXxc1zZqg8nMf2,Jo,
reckgOP7B4DWOrxcj,Maeve,exact,recAjjJJAvliCQ3wi,Maeve,
reckl68TV1Upp3cul,Lylah,exact,recOnPjxhUOwzEFX9,Lylah,
recklq8AXK1QXc5Vs,Miles,unresolved,,,no_match
reckrmIkvdSDEjHFx,Leighton,exact,reck4usoYPvUbGbkC,Leighton,
reckxwupxpgyfKmLP,Silk Wool Cape,exact,recAutlQdYYbD1sOd,Silk Wool Cape,
reckzcMLHWxoTd3q9,Camille,exact,recc2leJaVZp0QmGL,Camille,
recl0D0wy8P1eQvRf,Mariela dew,unresolved,,,no_match
recl4syEnzOagaBCg,Lenny,exact,reci9GI4aUGS9unM7,Lenny,
recl7GRXG5TDB6FFr,Noemi,exact,rec0g1uAyI2HUZyVM,Noemi,
recl9j7kFp2YMyi2g,Cathedral w/ hand painted flowers + lace applique,unresolved,,,no_match
recl9rnagkGBGpBDt,Hazel,exact,recOgNl49zSBHGWn9,Hazel,
reclAlPlJa4ejIS9i,Harris (Plum) ,fuzzy_prefix,recXNAE1tp4RvLzlC,Harris,
reclCRYhuXBK5r3W2,Mila,exact,rect6GEvda51pdLdR,Mila,
reclCW7vPvUNGlTvW,Eve,exact,rectpsrWpV6Byi8tY,Eve,
reclDVJKHSTdEN6Nf,Ruby,exact,recTD8DIPAusq64xa,Ruby,
reclDbiazbWXqqJs8,Babs,exact,recbbRcVuZR82juKl,Babs,
reclOkWpoVl65AZjD,Rebecca,exact,recwzvKRP623sOz1H,Rebecca,
reclU690Ciu1USKrC,Mila (Ivory) ,fuzzy_prefix,rect6GEvda51pdLdR,Mila,
reclYPMry57uC75TL,Coco,exact,recVnAvrid8mUAgaR,Coco,
reclcECO12QVKrp7I,Harris,exact,recXNAE1tp4RvLzlC,Harris,
reclgeQSuFGuPaxcX,Liz,exact,receEksBNAOuj8tGZ,Liz,
reclhISLuQOJ6YwvS,Bex (Taffeta),fuzzy_prefix,recxWhKt897hFttXK,Bex,
recli8PmYFA82Bamb,BIRKENSTOCK PEARL CLUSTER TEARDROP EASSRINGS,unresolved,,,no_match
reclivuny4640lJC7,Bex (SW),fuzzy_prefix,recxWhKt897hFttXK,Bex,
reclkHKzocJIcYw2V,Mari,exact,recD8suABB4ZAiABO,Mari,
reclntZKgFmz6gVRr,Marlow,exact,recB7Otkun8htDdzj,Marlow,
reclnyeSTL7DC17vT,Mila,exact,rect6GEvda51pdLdR,Mila,
reclsv2NmvSuxuwXi,Pippa,exact,rec3xWFZR0WKU43ca,Pippa,
reclvSh2dAkWgi6SP,Dylan  - Nude Lining,fuzzy_prefix,recdTdSlcrOfInrXu,Dylan,
recm0Y2JxJWntlTzQ,Beaded Wave Veil,unresolved,,,no_match
recm0w2kb8e9NDFYp,Hannah,exact,recAvCNpJO3yFcYKF,Hannah,
recm6KGIEayulxsfd,Painted leather gloves,unresolved,,,no_match
recm8p6CFKmzQAzy0,Pleated Tulle Veil with lace ,unresolved,,,no_match
recm9XTVdd200lN8d,Inez,exact,rechaFIjl1aRNbmMI,Inez,
recmBHksLgXdG0xCJ,Paloma Printed Painted,exact,recH3fCbN0SXMPS4S,Paloma Printed Painted,
recmBSZUExcvGSvnv,Sacae Pleated Veil,unresolved,,,no_match
recmCG8CJBLP7Ly9I,Beatrice - Ivory ,fuzzy_prefix,rec2l2yQGkfi0HUJs,Beatrice,
recmDLiNTCSkYQtbu,Adeline ,exact,recLh6xsM5GCMOJhN,Adeline,
recmE798SpiHdFSDm,Silver coated floral brooch ,unresolved,,,no_match
recmEcS6W2o6JlxIq,Harris (Plum) - No flowers or train,fuzzy_prefix,recXNAE1tp4RvLzlC,Harris,
recmKC7B8fU7Y9Bfx,Short Embroidered Wave Veil,exact,recnrapSYjza4wvmN,Short Embroidered Wave Veil,
recmKmQOpQbQ6CKVL,Large Clay Rose for Lena,unresolved,,,no_match
recmPSobS2z5NQjNz,Georgia (Bustier),unresolved,,,no_match
recmPmxSlqRc1ZXUz,Bex (Taffeta),fuzzy_prefix,recxWhKt897hFttXK,Bex,
